Step	Accuracy	Time
421	0.8695	0.0010
422	0.8690	0.0010
423	0.8685	0.0010
424	0.8685	0.0000
425	0.8685	0.0000
426	0.8685	0.0000
427	0.8685	0.0010
428	0.8690	0.0000
429	0.8685	0.0000
430	0.8690	0.0010
431	0.8695	0.0000
432	0.8695	0.0000
433	0.8700	0.0000
434	0.8695	0.0000
435	0.8685	0.0000
436	0.8700	0.0000
437	0.8695	0.0010
438	0.8695	0.0000
439	0.8705	0.0010
440	0.8710	0.0010
441	0.8710	0.0010
442	0.8705	0.0000
443	0.8705	0.0010
444	0.8715	0.0010
445	0.8715	0.0000
446	0.8720	0.0010
447	0.8715	0.0010
448	0.8715	0.0010
449	0.8710	0.0010
450	0.8710	0.0010
451	0.8705	0.0010
452	0.8690	0.0010
453	0.8700	0.0000
454	0.8705	0.0000
455	0.8705	0.0010
456	0.8710	0.0010
457	0.8715	0.0010
458	0.8715	0.0000
459	0.8710	0.0000
460	0.8705	0.0000
461	0.8700	0.0000
462	0.8705	0.0010
463	0.8710	0.0010
464	0.8705	0.0010
465	0.8695	0.0010
466	0.8690	0.0000
467	0.8685	0.0000
468	0.8685	0.0010
