Step	Accuracy	Time
0	0.1237	76.0451
1	0.218	76.1287
2	0.3166	77.2697
3	0.3556	72.8158
4	0.4182	72.3977
5	0.4624	72.2035
6	0.4631	72.3614
7	0.46	72.5834
8	0.4881	71.9955
9	0.4923	72.0037
10	0.5093	72.3757
11	0.5109	72.259
12	0.4875	72.4139
13	0.5403	72.0993
14	0.5131	70.5623
15	0.5484	71.4646
16	0.5003	71.0899
17	0.5301	79.9815
18	0.5377	79.2334
19	0.5395	79.4894
20	0.5248	77.7299
21	0.5202	69.1268
22	0.5445	68.9974
23	0.5197	68.907
24	0.5474	69.433
25	0.5562	68.8758
26	0.5373	68.8925
27	0.5483	68.9651
28	0.5639	68.9399
29	0.5229	69.0383
30	0.5535	69.0922
31	0.5785	68.9988
32	0.5583	68.5371
33	0.5758	68.1994
34	0.5702	68.0595
35	0.5289	68.3141
36	0.5666	68.1304
37	0.5386	68.4617
38	0.526	68.2167
39	0.5418	68.2732
40	0.5489	68.7281
41	0.5603	68.6289
42	0.5613	68.0738
43	0.588	68.0972
44	0.5521	68.2452
45	0.535	67.9803
46	0.5836	68.1752
47	0.558	68.7367
48	0.5723	67.9907
49	0.5079	68.1156
50	0.5915	68.0968
51	0.5803	68.196
52	0.5483	68.0272
53	0.5293	68.1236
54	0.5802	68.595
55	0.5762	68.2326
56	0.5332	68.083
57	0.5804	68.1788
58	0.545	68.3188
59	0.7203	68.2706
60	0.7241	68.1536
61	0.7273	68.4758
62	0.7186	68.1704
63	0.7258	68.1315
64	0.7187	68.1703
65	0.7103	68.0929
66	0.7124	68.2512
67	0.7121	68.0564
68	0.6938	70.2225
69	0.7019	68.872
70	0.7048	69.1152
71	0.6945	68.8453
72	0.6973	68.9248
73	0.6895	69.052
74	0.6848	68.8922
75	0.6812	68.8504
76	0.6765	69.4554
77	0.6711	68.8831
78	0.6778	69.1706
79	0.6873	68.9747
80	0.6725	68.078
81	0.677	68.05
82	0.6862	68.0569
83	0.6806	68.2066
84	0.6878	68.1627
85	0.6711	68.1151
86	0.6791	68.0792
87	0.6809	68.0999
88	0.6734	68.0607
89	0.673	67.9324
90	0.6847	68.0183
91	0.6846	68.5253
92	0.6677	68.3122
93	0.6757	68.036
94	0.6853	68.0162
95	0.6685	68.1855
96	0.6928	68.2387
97	0.6759	68.1584
98	0.6859	68.3862
99	0.6661	68.0147
