Step	Accuracy	Time
324	0.9615	0.0161
325	0.9610	0.0160
326	0.9615	0.0160
327	0.9610	0.0168
328	0.9600	0.0170
329	0.9605	0.0166
330	0.9625	0.0171
331	0.9640	0.0268
332	0.9640	0.0180
333	0.9630	0.0170
334	0.9655	0.0167
335	0.9660	0.0168
336	0.9650	0.0163
337	0.9660	0.0170
338	0.9640	0.0167
339	0.9635	0.0162
340	0.9635	0.0160
341	0.9640	0.0160
342	0.9625	0.0161
343	0.9655	0.0164
344	0.9645	0.0163
345	0.9635	0.0160
346	0.9625	0.0167
347	0.9620	0.0165
348	0.9615	0.0165
349	0.9615	0.0161
350	0.9615	0.0160
351	0.9620	0.0164
352	0.9635	0.0160
353	0.9645	0.0160
354	0.9630	0.0160
355	0.9610	0.0161
356	0.9585	0.0158
357	0.9580	0.0160
358	0.9570	0.0186
359	0.9595	0.0162
360	0.9595	0.0160
361	0.9605	0.0161
362	0.9630	0.0162
363	0.9640	0.0156
364	0.9655	0.0160
365	0.9675	0.0160
366	0.9680	0.0160
367	0.9680	0.0161
368	0.9695	0.0163
369	0.9695	0.0150
370	0.9680	0.0160
371	0.9685	0.0170
372	0.9660	0.0160
373	0.9660	0.0165
374	0.9655	0.0168
375	0.9650	0.0165
376	0.9645	0.0160
377	0.9640	0.0160
378	0.9635	0.0161
379	0.9645	0.0161
380	0.9630	0.0162
381	0.9655	0.0155
382	0.9670	0.0170
383	0.9695	0.0160
384	0.9690	0.0171
385	0.9695	0.0181
386	0.9690	0.0163
387	0.9680	0.0168
388	0.9655	0.0163
389	0.9625	0.0160
390	0.9615	0.0170
391	0.9615	0.0170
392	0.9610	0.0162
393	0.9635	0.0160
394	0.9670	0.0170
395	0.9670	0.0161
396	0.9680	0.0160
397	0.9680	0.0161
398	0.9675	0.0163
399	0.9655	0.0170
400	0.9660	0.0155
401	0.9660	0.0170
402	0.9675	0.0160
403	0.9695	0.0160
404	0.9690	0.0166
405	0.9685	0.0160
406	0.9685	0.0160
407	0.9670	0.0222
408	0.9675	0.0170
409	0.9685	0.0170
410	0.9675	0.0180
411	0.9685	0.0170
412	0.9690	0.0580
413	0.9685	0.0180
414	0.9680	0.0190
415	0.9655	0.0240
416	0.9675	0.0200
417	0.9680	0.0170
418	0.9680	0.0200
419	0.9685	0.0210
420	0.9690	0.0200
421	0.9690	0.0170
422	0.9675	0.0200
423	0.9665	0.0204
424	0.9685	0.0200
425	0.9680	0.0170
426	0.9675	0.0180
427	0.9670	0.0180
428	0.9650	0.0180
429	0.9640	0.0160
430	0.9625	0.0180
431	0.9640	0.0180
432	0.9665	0.0180
433	0.9650	0.0190
434	0.9670	0.0180
435	0.9665	0.0170
436	0.9685	0.0160
437	0.9690	0.0170
438	0.9690	0.0200
439	0.9685	0.0190
440	0.9685	0.0170
441	0.9700	0.0180
442	0.9695	0.0150
443	0.9690	0.0170
444	0.9695	0.0180
445	0.9685	0.0190
446	0.9700	0.0190
447	0.9705	0.0170
448	0.9695	0.0170
449	0.9710	0.0170
450	0.9700	0.0190
451	0.9695	0.0190
452	0.9685	0.0190
453	0.9695	0.0170
454	0.9695	0.0180
455	0.9670	0.0180
456	0.9670	0.0190
457	0.9660	0.0190
458	0.9670	0.0180
459	0.9685	0.0170
460	0.9700	0.0180
461	0.9695	0.0160
462	0.9690	0.0160
463	0.9690	0.0170
464	0.9695	0.0170
465	0.9700	0.0170
466	0.9675	0.0160
467	0.9670	0.0160
468	0.9665	0.0150
