Step	Accuracy	Time
185	0.9330	0.0270
186	0.9405	0.0290
187	0.9450	0.0270
188	0.9390	0.0260
189	0.9305	0.0280
190	0.9280	0.0270
191	0.9245	0.0270
192	0.9310	0.0270
193	0.9315	0.0270
194	0.9310	0.0270
195	0.9295	0.0286
196	0.9265	0.0310
197	0.9295	0.0280
198	0.9300	0.0310
199	0.9330	0.0270
200	0.9310	0.0300
201	0.9315	0.0270
202	0.9290	0.0290
203	0.9280	0.0290
204	0.9405	0.0290
205	0.9415	0.0290
206	0.9370	0.0330
207	0.9340	0.0290
208	0.9320	0.0300
209	0.9325	0.0280
210	0.9370	0.0320
211	0.9400	0.0280
212	0.9320	0.0300
213	0.9310	0.0280
214	0.9315	0.0310
215	0.9270	0.0280
216	0.9320	0.0310
217	0.9395	0.0280
218	0.9390	0.0310
219	0.9330	0.0270
220	0.9310	0.0320
221	0.9320	0.0290
222	0.9410	0.0300
223	0.9475	0.0270
224	0.9440	0.0290
225	0.9475	0.0270
226	0.9455	0.0300
227	0.9465	0.0290
228	0.9400	0.0300
229	0.9355	0.0280
230	0.9370	0.0310
231	0.9220	0.0270
232	0.9115	0.0300
233	0.9205	0.0280
234	0.9250	0.0150
