Step	Accuracy	Time
1	0.1444	32.5469
2	0.2313	31.2389
3	0.3216	31.1563
4	0.3552	31.1702
5	0.4385	31.0914
6	0.4391	31.3935
7	0.4835	31.0856
8	0.4596	31.123
9	0.4995	31.1258
10	0.5152	31.2056
11	0.5118	31.0744
12	0.4908	31.1936
13	0.5085	30.872
14	0.5153	31.1518
15	0.5369	31.1238
16	0.5408	31.4113
17	0.5248	31.1562
18	0.531	31.0831
19	0.4952	31.111
20	0.5593	31.0971
21	0.5416	31.0488
22	0.5076	31.0883
23	0.5183	30.8743
24	0.5456	31.1294
25	0.5324	31.1057
26	0.5797	31.2315
27	0.5291	31.0985
28	0.5467	31.108
29	0.5654	31.0837
30	0.5528	31.119
31	0.5627	31.1239
32	0.5891	31.1318
33	0.5349	31.2902
34	0.5425	31.3655
35	0.5519	31.1825
36	0.5533	30.9015
37	0.5733	31.0376
38	0.5677	31.0711
39	0.569	31.1342
40	0.555	31.1059
41	0.5765	31.1259
42	0.5387	31.1527
43	0.5757	31.0904
44	0.5601	31.1008
45	0.5454	31.1454
46	0.5273	31.1241
47	0.5826	30.9943
48	0.5409	31.1591
49	0.5871	31.058
50	0.552	31.067
51	0.5265	31.1103
52	0.5605	31.1126
53	0.5748	31.0884
54	0.5692	31.0675
55	0.5372	31.0996
56	0.5965	31.1292
57	0.5829	30.9965
58	0.5682	31.1102
59	0.582	31.0764
60	0.7228	31.1064
61	0.7287	31.0343
62	0.7226	31.0737
63	0.7254	31.1409
64	0.7235	30.9707
65	0.7208	31.1627
66	0.717	31.052
67	0.7106	31.0705
68	0.709	31.1006
69	0.7005	31.0144
70	0.7176	31.1244
71	0.7001	31.0382
72	0.6936	31.0881
73	0.6951	31.1206
74	0.6864	31.0225
75	0.6761	31.0532
76	0.6763	31.0771
77	0.6835	31.0643
78	0.6769	30.9719
79	0.6652	31.0157
80	0.682	31.0735
81	0.6812	31.0031
82	0.6845	31.1449
83	0.6532	31.1053
84	0.6814	31.0428
85	0.6905	31.113
86	0.6788	31.1975
87	0.6814	31.1458
88	0.6858	31.0922
89	0.6903	31.1158
90	0.6863	31.2845
91	0.6698	31.0501
92	0.6747	31.1299
93	0.687	31.0927
94	0.6669	31.0802
95	0.667	31.0087
96	0.6812	31.1611
97	0.6794	31.2624
98	0.6756	30.9884
99	0.6782	31.0293
100	0.6584	31.0241
